,fit_time,score_time,test_accuracy,test_precision,test_recall,test_logloss
0,0.36202216148376465,0.14797282218933105,0.31647150663544105,0.3347065630635999,0.31647150663544105,1.6525822087206756
1,0.35183000564575195,0.14973115921020508,0.31647150663544105,0.3643367561887808,0.31647150663544105,1.6506438557545409
2,0.35423994064331055,0.14562106132507324,0.3146760343481655,0.3296809827216926,0.3146760343481655,1.6416973758387337
3,0.3593008518218994,0.14465999603271484,0.3124902419984387,0.3278072035371673,0.3124902419984387,1.6469352991866568
4,0.3518819808959961,0.14543533325195312,0.31352954953548284,0.36014395779107966,0.31352954953548284,1.6487605458816244
5,0.3541269302368164,0.14449214935302734,0.3179795456319775,0.37478214399000204,0.3179795456319775,1.6437149668599285
6,0.35350704193115234,0.14358878135681152,0.31470060113982357,0.3589662509485566,0.31470060113982357,1.6420513534699486
7,0.3528280258178711,0.1482551097869873,0.3146225310328675,0.3592101152819682,0.3146225310328675,1.6439212812268573
8,0.3506467342376709,0.1466071605682373,0.3195409477710984,0.36620295258916363,0.3195409477710984,1.6395860209234125
9,0.34995484352111816,0.1474320888519287,0.3206339292684831,0.3692434135672926,0.3206339292684831,1.6329907773503611
10,0.3487081527709961,0.15185093879699707,0.31670569867291176,0.36541835139374773,0.31670569867291176,1.6399500669441038
11,0.35238194465637207,0.14519691467285156,0.319047619047619,0.3354880298444794,0.319047619047619,1.6431773688057767
12,0.3560981750488281,0.14551663398742676,0.3149882903981265,0.32832420489557707,0.3149882903981265,1.6462520163652992
13,0.3516261577606201,0.14590001106262207,0.3163934426229508,0.3353113663547039,0.3163934426229508,1.6452741630065053
14,0.3545699119567871,0.14586591720581055,0.3173549847763291,0.36703531720779936,0.3173549847763291,1.6403872038650322
15,0.3493950366973877,0.15097498893737793,0.3149348114606917,0.3568631341065784,0.3149348114606917,1.6462852554590364
16,0.35076403617858887,0.14663028717041016,0.31602779295807637,0.36672808167540466,0.31602779295807637,1.6448418193035204
17,0.35312724113464355,0.14598679542541504,0.30970411429463657,0.3625739635620213,0.30970411429463657,1.64733312989317
18,0.35028910636901855,0.15295171737670898,0.31852603638066984,0.36331340464574874,0.31852603638066984,1.642520199871228
19,0.3504960536956787,0.1437852382659912,0.31532516199547195,0.3633937208350377,0.31532516199547195,1.6452379308636755
20,0.34963083267211914,0.14943408966064453,0.32131147540983607,0.3679368161082864,0.32131147540983607,1.6354376343505597
21,0.3507652282714844,0.14325189590454102,0.3115534738485558,0.3553085257507067,0.3115534738485558,1.6489068514930314
22,0.3503451347351074,0.14673304557800293,0.3183450429352069,0.3354155836187461,0.3183450429352069,1.6462961173280644
23,0.35212182998657227,0.14540719985961914,0.3113192818110851,0.36034137946492173,0.3113192818110851,1.6539257154688607
24,0.3516578674316406,0.1462860107421875,0.32289796237020846,0.3695503824666451,0.32289796237020846,1.6364363975211391
25,0.35393810272216797,0.1477351188659668,0.32219533140760404,0.3703436370542758,0.32219533140760404,1.6340778814995023
26,0.34844207763671875,0.14896678924560547,0.31501288156764773,0.3289110567451305,0.31501288156764773,1.6432759761585276
27,0.35407018661499023,0.14629817008972168,0.3107190256850652,0.35781026721912185,0.3107190256850652,1.646866408148254
28,0.3493461608886719,0.14853286743164062,0.31384182996330706,0.36531618929857795,0.31384182996330706,1.6548443944412792
29,0.3514277935028076,0.14469003677368164,0.3125927082520103,0.3639423379040643,0.3125927082520103,1.6413556028451808
30,0.34860682487487793,0.14527392387390137,0.3160031225604996,0.3628579531944114,0.3160031225604996,1.64612437005229
31,0.35016417503356934,0.14531397819519043,0.31397345823575334,0.35894993675208425,0.31397345823575334,1.6423703439052801
32,0.34534502029418945,0.1436901092529297,0.3160031225604996,0.36245698046682895,0.3160031225604996,1.6435290853540303
33,0.35085320472717285,0.14584612846374512,0.32037470725995315,0.3405942613122872,0.32037470725995315,1.6373395407441615
34,0.35266709327697754,0.14589571952819824,0.32039971894761493,0.33443914493733223,0.32039971894761493,1.6456634539308799
35,0.35602498054504395,0.14461302757263184,0.3172769146693731,0.36754770319448404,0.3172769146693731,1.6387809150046513
