,fit_time,score_time,test_accuracy,test_precision,test_recall,test_logloss
0,0.05001974105834961,0.13949799537658691,0.3298985167837627,0.3299231026235653,0.3298985167837627,1.0986122886681096
1,0.05103802680969238,0.14183998107910156,0.326775956284153,0.3268800133813017,0.326775956284153,1.0986122886681096
2,0.05126810073852539,0.1397709846496582,0.33161592505854803,0.33163785229033266,0.33161592505854803,1.0986122886681096
3,0.05430316925048828,0.139617919921875,0.3273224043715847,0.3272570631955156,0.3273224043715847,1.0986122886681096
4,0.04997611045837402,0.13725900650024414,0.3384339136544617,0.3383838012703307,0.3384339136544617,1.0986122886681096
5,0.049803972244262695,0.1403670310974121,0.3311733937075494,0.33114110473884406,0.3311733937075494,1.0986122886681096
6,0.05003094673156738,0.13809895515441895,0.3340619876649231,0.33405919685914376,0.3340619876649231,1.0986122886681096
7,0.050962209701538086,0.137984037399292,0.34249355921617614,0.3424789254998409,0.34249355921617614,1.0986122886681096
8,0.05103898048400879,0.13717889785766602,0.3309391833866812,0.3309132603694064,0.3309391833866812,1.0986122886681096
9,0.050225019454956055,0.13695812225341797,0.33780935279881336,0.3378008800492848,0.33780935279881336,1.0986122886681096
10,0.04878115653991699,0.13903522491455078,0.3344262295081967,0.3343886110381078,0.3344262295081967,1.0986122886681096
11,0.050981760025024414,0.14002108573913574,0.33879781420765026,0.3387932027907567,0.33879781420765026,1.0986122886681096
12,0.04985213279724121,0.136826753616333,0.33450429352068695,0.3344917279302836,0.33450429352068695,1.0986122886681096
13,0.05043792724609375,0.13840317726135254,0.3355191256830601,0.3355069770805711,0.3355191256830601,1.0986122886681096
14,0.04986906051635742,0.13736987113952637,0.3421032086813959,0.34209554054575014,0.3421032086813959,1.0986122886681096
15,0.04959702491760254,0.1384119987487793,0.34116636739792333,0.34109237348576976,0.34116636739792333,1.0986122886681096
16,0.050669193267822266,0.1401078701019287,0.328831290498868,0.3288076015875384,0.328831290498868,1.0986122886681096
17,0.04962277412414551,0.13895225524902344,0.34085408697009917,0.3408406810558759,0.34085408697009917,1.0986122886681096
18,0.05058693885803223,0.13872575759887695,0.33632602076664847,0.33629475123243957,0.33632602076664847,1.0986122886681096
19,0.050769805908203125,0.13762807846069336,0.33211023499102194,0.33210879935160575,0.33211023499102194,1.0986122886681096
20,0.04812312126159668,0.13738775253295898,0.33099141295862605,0.3309523245571749,0.33099141295862605,1.0986122886681096
21,0.05065798759460449,0.13774609565734863,0.3330210772833724,0.33304431429299475,0.3330210772833724,1.0986122886681096
22,0.049681901931762695,0.13666296005249023,0.3372365339578454,0.33722196605762317,0.3372365339578454,1.0986122886681096
23,0.05011892318725586,0.1380319595336914,0.3325526932084309,0.33256630022581923,0.3325526932084309,1.0986122886681096
24,0.04970979690551758,0.13784122467041016,0.32805058942930754,0.3280601779464639,0.32805058942930754,1.0986122886681096
25,0.049820899963378906,0.13741493225097656,0.3369505816222968,0.336940588225664,0.3369505816222968,1.0986122886681096
26,0.05003809928894043,0.13771796226501465,0.333905847451011,0.33392709420784195,0.333905847451011,1.0986122886681096
27,0.050271034240722656,0.13828086853027344,0.33148567413537355,0.331486057211028,0.33148567413537355,1.0986122886681096
28,0.05077409744262695,0.13747191429138184,0.32742602857365916,0.3274058950444806,0.32742602857365916,1.0986122886681096
29,0.05088686943054199,0.13871097564697266,0.3281286595362636,0.3281491059885013,0.3281286595362636,1.0986122886681096
30,0.049671173095703125,0.13648295402526855,0.33817330210772834,0.3381585231415859,0.33817330210772834,1.0986122886681096
