,fit_time,score_time,test_accuracy,test_precision,test_recall,test_logloss
0,0.05112719535827637,0.14571285247802734,0.16846213895394224,0.16841214147140568,0.16846213895394224,1.7917594692280547
1,0.05032181739807129,0.14215087890625,0.16370023419203747,0.163595115574868,0.16370023419203747,1.7917594692280547
2,0.050339698791503906,0.1437392234802246,0.17181889149102264,0.17190950118565715,0.17181889149102264,1.7917594692280547
3,0.0498201847076416,0.14371490478515625,0.1701014832162373,0.17013641868388688,0.1701014832162373,1.7917594692280547
4,0.05015897750854492,0.14252209663391113,0.17089546412678586,0.17089284527988002,0.17089546412678586,1.791759469228055
5,0.051622867584228516,0.14855408668518066,0.17034897337809352,0.17036912475452495,0.17034897337809352,1.791759469228055
6,0.05083417892456055,0.14843082427978516,0.16714809899289562,0.16710445637554672,0.16714809899289562,1.791759469228055
7,0.05196785926818848,0.1487421989440918,0.16824108049028028,0.16825504386413345,0.16824108049028028,1.791759469228055
8,0.05006003379821777,0.1488032341003418,0.17042704348504958,0.17038038256653587,0.17042704348504958,1.791759469228055
9,0.052889108657836914,0.15230989456176758,0.16566476696073074,0.1656074211978075,0.16566476696073074,1.791759469228055
10,0.05428719520568848,0.1443319320678711,0.1613583138173302,0.1613213354125282,0.1613583138173302,1.7917594692280547
11,0.05059099197387695,0.14326024055480957,0.16814988290398125,0.16807966777507197,0.16814988290398125,1.7917594692280547
12,0.04959988594055176,0.14376115798950195,0.1687743950039032,0.16877461744273184,0.1687743950039032,1.7917594692280547
13,0.05011296272277832,0.1450340747833252,0.168384074941452,0.1685228856839034,0.168384074941452,1.7917594692280547
14,0.05005788803100586,0.14211821556091309,0.16988055273635724,0.16990671064618706,0.16988055273635724,1.791759469228055
15,0.05160093307495117,0.15178632736206055,0.15848231712077446,0.1584514587196742,0.15848231712077446,1.791759469228055
16,0.05354499816894531,0.15590310096740723,0.16051213990163166,0.160514322104909,0.16051213990163166,1.791759469228055
17,0.051361083984375,0.14358925819396973,0.1649621359981263,0.1649753110591024,0.1649621359981263,1.791759469228055
18,0.04972577095031738,0.14536809921264648,0.17019283316418143,0.17029449361060217,0.17019283316418143,1.791759469228055
19,0.05024099349975586,0.14976000785827637,0.16402529471465377,0.16406140734618213,0.16402529471465377,1.791759469228055
20,0.0505070686340332,0.146759033203125,0.1672911787665886,0.16733560846304224,0.1672911787665886,1.7917594692280547
21,0.05297493934631348,0.1501929759979248,0.16791569086651054,0.1679383642237905,0.16791569086651054,1.7917594692280547
